"","n_chars","n_charsperword","scrabblescore","maxchars","Flesch","Flesch.Kincaid","Spache","SMOG","Scrabble","FOG"
"74",662,3.99397590361446,1114,9,90.6027272727273,4.34848484848485,3.91521212121212,5.56502319628141,1.81138211382114,6.48484848484848
"75",818,4.73410404624277,1338,12,68.9826955602537,7.52213530655391,4.4103023255814,10.637119530657,1.68513853904282,10.6731501057082
"76",813,4.54748603351955,1340,12,63.1321962290503,10.0122276536313,5.38201745810056,10.4114511828255,1.68130489335006,11.8550279329609
"77",689,4.33962264150943,1194,16,77.3822835719155,6.96535787321064,4.71179413769598,9.44477863864737,1.80060422960725,9.94383094751193
"78",802,4.61494252873563,1355,11,56.8571190476191,12.5747142857143,6.01559523809524,13.5591,1.74164524421594,16.2380952380952
"79",750,4.60736196319018,1207,13,55.2154345603272,12.3068404907976,5.95843660531697,12.7450848689565,1.64441416893733,15.038445807771
"80",720,4.12,1182,13,64.6,11.4533333333333,5.53466666666667,11.5380348314754,1.69827586206897,14.5885057471264
"81",744,4.16201117318436,1201,14,82.798343575419,6.15748044692738,4.06177150837989,7.90872644983894,1.71816881258941,8.72424581005587
"82",834,4.88304093567251,1354,14,53.2944117647059,11.8590756302521,5.91286554621849,12.2898739847679,1.67781908302354,13.9495798319328
"83",848,4.74301675977654,1406,16,54.185,13.1544444444444,6.24788888888889,12.1617449614717,1.72939729397294,15.3333333333333
"84",722,4.40853658536585,1203,14,77.9467615176152,6.91422764227642,4.61388888888889,7.79353780106456,1.74854651162791,8.75230352303523
"85",652,4.59859154929577,1060,11,44.1522072072072,19.3567567567568,8.67833333333333,11.8554640767504,1.68471337579618,21.6252252252252
"86",693,4.4203821656051,1148,13,59.6296981132076,12.8421886792453,5.89925283018868,11.2081432601887,1.7185628742515,15.2357232704403
"87",692,4.4140127388535,1150,12,53.1831082802548,13.6419872611465,6.44311337579618,13.3483712068914,1.71130952380952,16.6364331210191
"88",772,4.62874251497006,1313,18,50.64375,16.8158333333333,7.9896447368421,12.1617449614717,1.78367346938776,19.4391812865497
"89",762,4.31073446327684,1232,11,71.6850276243094,9.6843409629045,5.41865351223362,9.23628265651192,1.6734693877551,12.1108129439621
"90",735,4.15819209039548,1243,11,79.7940656565657,6.98780303030303,4.14340404040404,8.16726864875853,1.74824191279887,9.41313131313131
"91",730,4.51234567901235,1239,13,67.1528578732107,10.6418098159509,5.85782310838446,10.8641950220408,1.75247524752475,13.5660531697342
"92",725,4.56603773584906,1247,13,57.50125,13.18875,6.4785,11.9792484733308,1.75881523272214,15.8
"93",839,4.3979057591623,1433,13,50.2702631578947,15.6878947368421,7.06963157894737,13.968273953766,1.75397796817625,18.9894736842105
"94",888,4.63020833333333,1476,18,55.228954015544,11.5493199481865,6.16983484455959,13.0238667986669,1.70635838150289,14.6240932642487
"95",773,4.27624309392265,1310,14,83.694853372434,5.78626588465298,4.64478494623656,8.57598985485378,1.75806451612903,8.91417399804497
"96",819,4.33862433862434,1365,15,69.403,8.24944680851064,4.32954468085106,11.2081432601887,1.7191435768262,11.7753191489362
"97",656,4.29411764705882,1088,15,78.4983910533911,6.56125541125541,5.01905483405483,8.16726864875853,1.71608832807571,8.66262626262626
"98",650,4.06875,1092,13,71.6861614906832,11.2599254658385,5.21731180124224,8.23873560344571,1.7556270096463,13.8737888198758
"99",806,4.53370786516854,1364,14,86.8775614754099,4.93017759562842,4.02774726775956,7.16862163009434,1.77676240208877,7.41147540983607
"100",599,4.22535211267606,1034,12,33.0974650349651,26.4054895104895,11.0307797202797,13.0238667986669,1.79029462738302,30.2783216783217
"101",713,4.1271676300578,1143,12,72.2101162790698,9.29169435215947,5.49144518272425,9.9571377854842,1.68088235294118,12.1541528239203
"102",650,4.61702127659574,1062,11,71.8410714285715,7.58642857142857,5.00221428571429,9.82788878977387,1.70192307692308,10.1428571428571
"103",706,4.15882352941177,1115,12,77.1447863247864,7.16410256410256,4.4837738330046,9.72561119911124,1.62299854439592,10.3513477975016
"104",721,4.37575757575758,1267,13,74.8516395663957,7.3459349593496,4.41388888888889,8.84184627477888,1.81779053084649,9.4840108401084
"105",615,4.33802816901408,964,10,80.0065,5.67738888888889,4.50834444444444,8.84184627477888,1.64334470989761,8.53777777777778
"106",610,4.21379310344828,981,11,63.0449452054795,11.7199178082192,5.76480273972603,13.3483712068914,1.65820642978003,16.0635616438356
"107",629,4.40559440559441,998,9,80.1971126760563,7.11297786720322,4.21075452716298,6.18269132825596,1.66333333333333,8.67766599597586
"108",741,4.19209039548023,1287,11,69.828093220339,10.8483333333333,5.47934745762712,7.79353780106456,1.78254847645429,12.7039548022599
"109",629,4.22818791946309,1078,10,49.2968018018018,18.6391891891892,8.3459009009009,9.72561119911124,1.7557003257329,20.8144144144144
"110",653,4.38926174496644,1054,13,69.8443758389262,10.9205906040268,5.97084026845638,6.74215798458868,1.67301587301587,12.4569127516779
"111",623,4.10526315789474,999,10,85.5962840323768,5.48843267108168,3.72089919058131,7.38712966953809,1.68181818181818,8.03561442236939
"112",734,4.2,1284,12,82.6284464285715,7.16867857142857,5.32073214285714,7.16862163009434,1.81100141043724,9.66428571428571
"113",708,4.22023809523809,1130,15,85.0741176470588,5.61647058823529,3.92188235294118,7.16862163009434,1.66912850812408,7.97647058823529
"114",693,4.62666666666667,1130,11,82.194,5.52133333333333,4.442,8.23873560344571,1.70953101361573,8.13333333333333
"115",795,4.47191011235955,1283,13,62.2667150837989,13.4680893854749,6.63996201117318,9.8885125484394,1.67581699346405,15.8842458100559
"116",808,4.54494382022472,1333,19,62.6559176029963,11.8901123595506,6.04529588014981,12.1617449614717,1.71116816431322,15.2374531835206
"117",697,4.30864197530864,1168,13,70.0539877300614,9.27302366345311,5.33792112182296,10.290406445056,1.73037037037037,12.0136722173532
"118",925,4.60696517412935,1483,13,65.7104545454545,8.61090909090909,4.827,10.637119530657,1.68714448236633,11.0727272727273
"119",837,4.48128342245989,1355,16,73.3956764705882,7.66770588235294,4.76341122994652,10.3552159691774,1.67283950617284,10.9024598930481
"120",821,4.7514450867052,1376,13,62.1422723988439,9.96398121387283,5.50337066473988,12.6026179579711,1.73299748110831,13.7367052023121
"121",758,4.74375,1217,13,51.2576564417178,14.2086625766871,6.56556319018405,12.6883528996779,1.64634146341463,16.4755828220859
"122",684,4.41935483870968,1164,11,65.1535194805195,11.8232987012987,6.03644935064935,10.7935534051686,1.76096822995461,14.6576623376623
"123",743,5.0958904109589,1207,15,43.0681735159818,13.2972602739726,6.58004566210046,15.6884831456804,1.68811188811189,17.6785388127854
"124",776,4.51744186046512,1289,10,79.8756691863051,5.4242774566474,4.02298799466429,7.88239221940719,1.75135869565217,7.40400177856825
"125",844,4.44736842105263,1373,11,66.0270535714286,9.9189880952381,5.42661970899471,10.9516,1.68053855569155,12.6246031746032
"126",827,4.6,1362,12,81.2014548494983,5.44956521739131,4.5553110367893,8.13950993256118,1.75257731958763,7.83545150501672
"127",776,4.46551724137931,1247,13,57.2709007707129,12.4341907514451,5.85419171483622,13.0238667986669,1.65384615384615,15.695183044316
"128",914,4.66836734693878,1495,13,60.7633333333333,10.1666666666667,5.5514358974359,10.9805187677557,1.69693530079455,12.1538461538462
"129",731,4.575,1199,12,70.280174689441,8.45626552795031,4.92766537267081,9.82788878977387,1.70070921985816,10.7829192546584
"130",703,4.16568047337278,1177,16,77.7744852941177,7.69044117647059,4.53260294117647,8.47288482444793,1.73855243722304,10.1470588235294
"131",852,4.265,1477,13,79.7236318631864,6.70152115211521,4.3829801980198,8.00094639256281,1.79030303030303,8.92961296129613
"132",701,4.5,1143,12,73.74125,6.94875,4.9525,10.1257567015968,1.71107784431138,10.15
"133",827,4.75862068965517,1373,16,59.8605555555556,9.82333333333334,5.35548189762797,12.0608183863652,1.71589486858573,12.8549313358302
"134",810,4.8562874251497,1351,14,73.2284891754952,6.23676646706587,5.11039060340857,9.26557386847378,1.75454545454545,8.73127590971902
"135",716,4.91095890410959,1143,13,60.8416379310345,8.37534482758621,4.56246551724138,11.4076558523211,1.64224137931034,11.5931034482759
"136",831,4.24489795918367,1379,12,84.0161538461539,5.26717948717949,4.5765641025641,8.13950993256118,1.7173100871731,8.05128205128205
"137",578,4.04895104895105,950,9,69.5780140845071,10.6099436619718,5.42356901408451,8.84184627477888,1.67548500881834,12.7684507042254
"138",655,4.58741258741259,1090,16,66.15,9.995,5.66994444444444,11.2081432601887,1.73566878980892,12.9333333333333
"139",766,4.64848484848485,1296,13,79.1120481927711,5.17043029259897,4.41540103270224,8.84184627477888,1.79005524861878,8.11635111876076
"140",749,4.60122699386503,1275,16,64.47,10.1228571428571,5.54871861471861,12.2898739847679,1.74657534246575,13.7922077922078
"141",790,4.16315789473684,1349,16,69.305,10.3357142857143,5.19486466165413,9.60674540554668,1.77034120734908,12.7518796992481
"142",824,4.45945945945946,1408,13,61.5310869565217,11.2070807453416,5.6221801242236,12.0317720707886,1.7468982630273,14.2099378881988
"143",696,4.52597402597403,1148,11,69.5917647058824,7.7759477124183,4.96698039215686,10.2541464325972,1.68823529411765,10.4601307189542
"144",921,4.70408163265306,1520,17,74.4312860310421,7.50745011086475,5.234,10.637119530657,1.75694444444444,11.1618625277162
"145",885,4.45226130653266,1423,13,64.538,9.17644444444445,4.87702222222222,12.3406265835799,1.69002375296912,13.1725252525253
"146",697,4.78082191780822,1126,16,57.3220810810811,12.6175135135135,6.45681621621622,11.9792484733308,1.67809239940387,15.0832432432432
"147",768,4.52352941176471,1277,13,65.830955882353,9.35632352941176,5.20789705882353,11.6982194121683,1.7095046854083,12.7352941176471
"148",823,4.22564102564103,1346,9,75.381043814433,8.7695618556701,5.28397164948454,8.07648339933343,1.74578469520104,10.9371134020619
"149",856,4.55851063829787,1407,14,65.2489327094474,8.02974598930481,4.38629456327986,10.317481424215,1.71167883211679,10.297504456328
"150",793,4.5632183908046,1302,13,52.87,14.58,6.862,11.9792484733308,1.70866141732283,16.7428571428571
"151",666,4.50675675675676,1131,11,60.7409387755102,12.0909659863946,5.72252244897959,13.0238667986669,1.74,15.8416326530612
"152",694,4.29012345679012,1160,16,60.54,13.0133333333333,6.24230303030303,11.9792484733308,1.72470238095238,16.1090909090909
"153",832,4.95833333333333,1383,12,61.6047885835095,8.55120507399577,5.50681395348837,11.5673854785899,1.73492462311558,11.8359408033827
"154",711,4.68421052631579,1241,11,56.3517604856512,11.6514900662252,6.03926600441501,14.0681762864147,1.7959479015919,15.8944812362031
"155",839,4.22110552763819,1360,14,61.087,11.8368571428571,5.71514285714286,11.2081432601887,1.66871165644172,14.2285714285714
"156",831,4.44919786096257,1369,11,81.8115837696335,5.2375205684368,4.19879094988781,7.95725182031386,1.72727272727273,7.55138369483919
"157",749,4.33526011560694,1275,13,81.6180620155039,5.43604651162791,3.63286821705426,7.79353780106456,1.77824267782427,7.5937984496124
"158",769,4.25414364640884,1334,10,73.0775,8.65611111111111,5.52261111111111,9.1883824451415,1.81496598639456,11
"159",796,4.3551912568306,1327,12,68.9294642857143,9.29678571428571,5.03372802197802,11.933033282914,1.7369109947644,13.2758241758242
"160",664,3.86627906976744,1101,13,84.2848449612403,8.62488372093023,5.27185271317829,6.42735559955562,1.75598086124402,11.9317829457364
"161",767,4.62650602409639,1279,11,69.0838636363636,7.72257575757576,4.39489393939394,10.1257567015968,1.73541383989145,10.2363636363636
"162",829,4.43850267379679,1342,12,83.0415714938328,6.1709821836455,4.20779899497487,7.34824273929497,1.72586872586873,8.44239378711741
"163",748,4.30459770114942,1176,15,89.6310581222057,4.89053154495778,3.97145355191257,6.11248444174946,1.6657223796034,7.31028315946349
"164",563,4.14705882352941,897,11,76.5159708029197,9.3938102189781,5.35104233576642,6.74215798458868,1.67663551401869,11.5439416058394
"165",685,4.18292682926829,1186,11,73.4673902439025,11.1605365853659,6.3778,9.3871,1.80916030534351,14.5834146341463
"166",816,4.12626262626263,1305,11,82.129598163031,5.64497512437811,3.79452277076158,8.61772908482339,1.67307692307692,8.57267508610792
"167",654,4.54861111111111,1085,14,55.9346713286714,12.5626013986014,6.52799160839161,13.6628836507116,1.72496025437202,16.1952447552448
"168",841,4.36269430051814,1392,15,69.394255441008,8.9352233676976,4.91567583046965,10.9805187677557,1.72704714640199,12.1273768613975
"169",778,4.99358974358974,1258,13,48.5179435483871,16.1186290322581,7.78129838709677,12.6026179579711,1.65744400527009,18.3387096774194
"170",668,4.48993288590604,1139,12,80.6192156040269,6.64153523489933,3.90322902684564,8.07648339933343,1.80507131537242,9.06073825503356
"171",661,4.21656050955414,1099,10,79.6955128205128,6.44948717948718,4.64864102564103,9.1508633076478,1.73070866141732,9.4974358974359
"172",753,4.65432098765432,1267,13,51.3109090909091,14.3006060606061,6.44109090909091,13.3483712068914,1.75207756232687,17.0787878787879
"173",783,4.55813953488372,1345,14,60.1601315789474,11.9483918128655,6.1215350877193,12.1617449614717,1.77675033025099,14.9087719298246
"174",783,4.35555555555556,1337,14,72.8732039106145,7.54183798882682,4.47406201117318,10.1257567015968,1.75229357798165,10.5119553072626
"175",811,4.43715846994535,1351,16,70.9325,9.20372340425532,5.29079787234043,9.82788878977387,1.72948717948718,11.7404255319149
"176",844,4.31122448979592,1376,16,80.3205046063652,6.17599246231156,4.10779438860972,6.42735559955562,1.70931677018634,7.43735343383585
"177",875,4.49230769230769,1491,22,65.4955681818182,10.272601010101,5.80728535353535,10.9516,1.79397590361446,12.930303030303
"178",848,5.1144578313253,1393,14,77.9615546218488,4.8403081232493,4.14881232492997,8.4952907291091,1.77099236641221,7.52436974789916
"179",696,4.55555555555556,1142,13,71.9326136363637,8.00840909090909,4.5856525974026,9.1883824451415,1.68934911242604,10.0376623376623
"180",673,4.78014184397163,1154,12,59.412,11.9782127659574,6.33928510638298,12.6883528996779,1.75914634146341,15.2516312056738
"181",804,4.54802259887006,1353,11,60.3762122905028,13.7317765363129,7.5103530726257,10.7935534051686,1.74002574002574,16.3311731843575
"182",648,3.88622754491018,1049,9,77.3352610441767,9.34578313253012,5.38979919678715,5.46131890053228,1.69741100323625,11.3076305220884
"183",877,4.82417582417582,1391,14,60.4524043715847,9.87879781420765,5.62862295081967,12.4579756021291,1.6288056206089,13.3792349726776
"184",780,4.2445652173913,1225,12,82.7274703557312,5.87602766798419,4.51017391304348,7.68629501049015,1.67578659370725,8.21264822134387
"185",795,4.08205128205128,1379,12,67.1764604810997,11.9220618556701,5.37442611683849,10.1257567015968,1.76342710997442,14.7890034364261
"186",812,4.16923076923077,1308,16,86.6648299319728,5.22897959183673,3.84859863945578,7.4922820383752,1.67564102564103,7.96190476190476
"187",717,4.22352941176471,1231,10,74.1661849710983,9.05435177539224,5.16619157720892,7.95725182031386,1.77601156069364,11.0417836498761
"188",633,4.1437908496732,1054,10,87.3657894736842,5.79368421052632,4.63036842105263,7.16862163009434,1.72222222222222,8.65263157894737
"189",650,4.12025316455696,1071,11,86.0441498447205,6.25750776397516,4.1636902173913,6.62742835079842,1.72697899838449,8.79534161490683
"190",717,4.01117318435754,1206,9,84.0998813982522,6.44243445692884,4.89480774032459,5.03334875825963,1.75545851528384,8.13583021223471
"191",696,4.58552631578947,1165,13,70.3612634408602,9.86306451612904,5.79515591397849,10.5042237277757,1.73214285714286,12.9139784946237
"192",676,4.42483660130719,1128,13,75.1842207792208,8.23805194805195,4.65216883116883,9.23628265651192,1.73538461538462,10.8779220779221
"193",872,4.66844919786096,1391,13,57.4325,11.0867021276596,6.33760638297872,13.6240850523953,1.67388688327316,15.1446808510638
"194",699,4.63576158940397,1129,11,64.148,10.5226666666667,6.03466666666667,10.5042237277757,1.65785609397944,12.6666666666667
"195",937,4.91099476439791,1519,15,42.40125,14.1592261904762,6.32681547619048,15.5328466114074,1.67290748898678,17.8464285714286
"196",810,4.50555555555556,1299,12,77.0220341536916,6.60406830738323,4.23563535911602,8.57598985485378,1.732,8.7917629331994
"197",754,4.19444444444444,1267,10,74.1628615766605,7.856052141527,4.11918684047176,9.99496653914372,1.73087431693989,10.8605834885165
"198",774,4.6969696969697,1267,13,25.3005823293173,23.4767469879518,9.42903212851406,18.2436059462756,1.68127490039841,27.1935742971888
"199",750,4.55151515151515,1257,14,64.6078571428572,11.2038095238095,5.75533333333333,9.2995712137729,1.74202496532594,12.8666666666667
"200",611,4.22068965517241,1018,14,83.001,7.00580952380952,4.83719047619048,6.18269132825596,1.74698795180723,9.1047619047619
"201",629,4.3448275862069,1039,14,65.3627534246575,11.3966301369863,6.27028219178082,11.2081432601887,1.69055374592834,14.4197260273973
"202",766,4.56547619047619,1254,26,70.4555671965318,8.8044436416185,5.7877637283237,9.82788878977387,1.70204081632653,11.1933526011561
"203",837,4.2974358974359,1379,11,71.8017346938776,10.2004081632653,5.7204693877551,8.41807532609106,1.70246913580247,12.4244897959184
"204",771,4.24175824175824,1194,11,74.9775307377049,8.48425546448087,5.35365095628415,10.4114511828255,1.60268456375839,11.9915300546448
"205",643,4.47222222222222,1080,14,66.7830747126437,9.94810344827586,5.33627011494253,10.8641950220408,1.73354735152488,12.7011494252874
"206",893,4.65625,1464,12,48.9133089005236,15.9268481675393,7.59952460732984,13.0238667986669,1.69248554913295,18.4213612565445
"207",822,4.30890052356021,1378,14,65.1792763157895,10.0682894736842,5.51801315789474,11.933033282914,1.74873096446701,13.5
"208",687,4.32704402515723,1146,13,74.5470833333334,9.48625,5.57691666666667,8.84184627477888,1.71921921921922,12.1666666666667
"209",811,4.80473372781065,1354,12,-10.3061627906976,36.0616279069767,13.3533720930233,23.7266996174312,1.71700507614213,40.446511627907
"210",945,5.14130434782609,1532,17,50.4233467741936,12.0022311827957,5.94106720430108,13.4278998087156,1.68798235942668,14.8913978494624
"211",602,4.10204081632653,1007,12,65.3627534246575,11.3966301369863,6.15795342465753,10.3552159691774,1.71843003412969,13.8717808219178
"212",681,4.51655629139073,1102,14,54.1665064935065,13.3557662337662,6.67541038961039,13.3483712068914,1.70588235294118,16.4758441558442
"213",919,4.8936170212766,1518,13,48.9745454545455,13.0649350649351,6.21549274255157,14.1389801083391,1.70179372197309,16.2472116119175
"214",857,4.56382978723404,1421,12,54.4083199643494,13.413128342246,6.40342869875223,13.8166696488959,1.69570405727924,16.9586452762923
"215",617,4.35211267605634,1073,10,83.345625,6.0128280141844,4.76892996453901,8.07648339933343,1.80944350758853,8.75212765957447
